kHz,Time(UTC),Days,ITU, Station ,Lng,Target, Remarks ,P,Start,Stop, Input     , Type ,Tone Out,Tone In, Alpha Tag , Mode , Tag ,County,City,Agency,Notes,Source,EchoLink(E),IRLP(I),WideArea(x),ARES(s)
156030.000,,,,KBV97 ,,,Tac Orange ,,,,,M,162.2 PL,,SCCSO Orange,FM ,Law Talk ,Santa Cruz,,Sheriff,,RadioReference,,,,
156425.000,,,,WQA899 ,,,Santa Cruz Yacht Club ,,,,,BM,,,SCZ Yacht,FM ,Business ,Santa Cruz,,,,RadioReference,,,,
157620.000,,,,WNKD229 ,,,Yellow Cab Co - Mobile ,,,,,M,,,Yellow Cab M,FM ,Transportation ,Santa Cruz,,,,RadioReference,,,,
161640.000,,,,KLG271 ,,,KSCO-1080 AM Remote Broadcast ,,,,,B,CSQ,,KSCO-AM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
161670.000,,,,KLG271 ,,,KSCO-1080 AM Remote Broadcast ,,,,,B,CSQ,,KSCO-AM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
161700.000,,,,KLG272 ,,,KSCO-1080 AM Remote Broadcast ,,,,,B,CSQ,,KSCO-AM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
161730.000,,,,KLG272 ,,,KSCO-1080 AM Remote Broadcast ,,,,,B,CSQ,,KSCO-AM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
161760.000,,,,KLG272 ,,,KSCO-1080 AM Remote Broadcast ,,,,,B,CSQ,,KSCO-AM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
162400.000,,,,NOAA1,,,,,,,,,,,NOAA1,FMN,NOAA,,,,,,,,,
162425.000,,,,NOAA2,,,,,,,,,,,NOAA2,FMN,NOAA,,,,,,,,,
162450.000,,,,NOAA3,,,,,,,,,,,NOAA3,FMN,NOAA,,,,,,,,,
162475.000,,,,NOAA4,,,,,,,,,,,NOAA4,FMN,NOAA,,,,,,,,,
162500.000,,,,NOAA5,,,,,,,,,,,NOAA5,FMN,NOAA,,,,,,,,,
162525.000,,,,NOAA6,,,,,,,,,,,NOAA6,FMN,NOAA,,,,,,,,,
162550.000,,,,NOAA7,,,,,,,,,,,NOAA7,FMN,NOAA,,,,,,,,,
166250.000,,,,,,,88.9 KUSP-FM Remote Broadcast ,,,,,B,CSQ,,KUSP-FM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
170150.000,,,,,,,88.9 KUSP-FM Remote Broadcast ,,,,,B,CSQ,,KUSP-FM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
223780.000,,,,K6GOD,,,Coordinated,,,,222.18,,,110.9,K6GOD,FMN,Ham,,Fremont,,o110.9elx,narcc.org,,,y,
223800.000,,,,WA6YBD,,,Not Coordinated,,,,222.2,,,107.2,WA6YBD,FMN,Ham,,Morgan Hill,,#o107.2el,narcc.org,,,,
223820.000,,,,KB6LCS,,,Coordinated,,,,222.22,,,156.7,KB6LCS,FMN,Ham,,Los Gatos,,o156.7el,narcc.org,,,,
223860.000,,,,K6GOD,,,Coordinated,,,,222.26,,,107.2,K6GOD,FMN,Ham,,Palo Alto,,o107.2ex,narcc.org,,,y,
223880.000,,,,K6FB,,,Coordinated,,,,222.28,,,100,LCARC,FMN,Ham,,Los Gatos,,o100.0ersx,narcc.org,,,y,y
223920.000,,,,KU6V,,,Coordinated,,,,222.32,,,100,KU6V,FMN,Ham,,San Martin,,o100.0el,narcc.org,,I:3620,,
223940.000,,,,KQ6RC,,,Coordinated,,,,222.34,,,,KQ6RC,FMN,Ham,,Santa Clara,,celx,narcc.org,E:59357,,y,
223960.000,,,,W6PIY,,,Coordinated,,,,222.36,,,156.7,WVARA,FMN,Ham,,San Jose,,o156.7aels,narcc.org,,,,y
224020.000,,,,K6UB,,,Coordinated,,,,222.42,,,88.5,K6UB,FMN,Ham,,San Jose,,o88.5elx,narcc.org,,,y,
224040.000,,,,KU6V,,,Coordinated,,,,222.44,,,100,KU6V,FMN,Ham,,San Jose,,o100.0elx,narcc.org, E:114065,I:3620,y,
224060.000,,,,N6NAC,,,Coordinated,,,,222.46,,,110.9,N6NAC,FMN,Ham,,Bonny Doon,,o110.9el,narcc.org,,,,
224080.000,,,,K6RPT,,,Not Coordinated,,,,222.48,,,107.2,K6RPT,FMN,Ham,,San Jose,,#o107.2l,narcc.org,,,,
224100.000,,,,WA2IBM,,,Not Coordinated,,,,222.5,,,156.7,IBM ARC,FMN,Ham,,San Jose,,#o156.7ae,narcc.org,,,,
224140.000,,,,W6ASH,,,Coordinated,,,,222.54,,,100,SPECS RA,FMN,Ham,,Mountain View,,o100.0aelrs,narcc.org,,,,y
224240.000,,,,N6SPD,,,Coordinated,,,,222.64,,,123,N6SPD RG,FMN,Ham,,Monterey,,o123.0aelrsx,narcc.org,E:202044,I:3234,y,y
224260.000,,,,WB6OQS,,,Coordinated,,,,222.66,,,123,SCVRS,FMN,Ham,,San Jose,,o123.0alx,narcc.org,,,y,
224280.000,,,,WA6GFY,,,Coordinated,,,,222.68,,,100,LMERA ARC,FMN,Ham,,San Jose,,o100.0ex,narcc.org,,,y,
224320.000,,,,N6LEX,,,Coordinated,,,,222.72,,,146.2,CCARN,FMN,Ham,,Salinas,,o146.2el,narcc.org,E:143007,,,
224340.000,,,,NV6RN,,,Coordinated,,,,222.74,,,88.5,VARN,FMN,Ham,,San Jose,,o88.5el,narcc.org,E:308926,,,
224360.000,,,,NV6RN,,,Not Coordinated,,,,222.76,,,156.7,BKRN,FMN,Ham,,San Jose,,#o156.7,narcc.org,,,,
224380.000,,,,KB6MET,,,Not Coordinated,,,,222.78,,,,KB6MET,FMN,Ham,,Watsonville,,#c,narcc.org,,,,
224460.000,,,,K6BEN,,,Coordinated,,,,222.86,,,,W2NYC,FMN,Ham,,Saratoga,,caelrx,narcc.org,,,y,
224480.000,,,,K6INC,,,Coordinated,,,,222.88,,,,AD1U,FMN,Ham,,Los Gatos,,cex,narcc.org,,,y,
224540.000,,,,KC6WRD,,,Coordinated,,,,222.94,,,,Friends Co,FMN,Ham,,San Jose,,celx,narcc.org,,,y,
224580.000,,,,WB6NYS,,,Not Coordinated,,,,222.98,,,151.4,WB6NYS,FMN,Ham,,SanLuisObispo,,#o151.4elx,narcc.org,,,y,
224580.000,,,,K6RPT,,,Not Coordinated,,,,222.98,,,107.2,K6RPT,FMN,Ham,,Los Gatos,,#o107.2el,narcc.org,,,,
224600.000,,,,KB6ABM,,,Coordinated,,,,223,,,156.7,CONDOR,FMN,Ham,,San Jose,,o156.7elx,narcc.org,,,y,
224620.000,,,,KA2FND,,,Coordinated,,,,223.02,,,110.9,KA2FND,FMN,Ham,,San Jose,,o110.9elrsx,narcc.org,,,y,y
224640.000,,,,N6NAC,,,Coordinated,,,,223.04,,,110.9,N6NAC,FMN,Ham,,San Jose,,o110.9elx,narcc.org,,,y,
224660.000,,,,NV6RN,,,Coordinated,,,,223.06,,,,VARN,FMN,Ham,,San Jose,,celsx,narcc.org,,,y,
224680.000,,,,WB6JWB,,,Not Coordinated,,,,223.08,,,94.8,WB6JWB,FMN,Ham,,SanLuisObispo,,#o94.8,narcc.org,,,,
224680.000,,,,WB6KHP,,,Coordinated,,,,223.08,,,107.2,CFMA,FMN,Ham,,San Jose,,o107.2,narcc.org,,,,
224720.000,,,,W6MLP,,,Coordinated,,,,223.12,,,100,MARES,FMN,Ham,,Milpitas,,o100.0ers,narcc.org,,,,y
224740.000,,,,WB6NYS,,,Not Coordinated,,,,223.14,,,131.8,ShandonRG,FMN,Ham,,Shandon,,#o131.8,narcc.org,,,,
224800.000,,,,NU6P,,,Coordinated,,,,223.2,,,118.8,NU6P,FMN,Ham,,Los Gatos,,o118.8aex,narcc.org,,,y,
224840.000,,,,KB6MET,,,Not Coordinated,,,,223.24,,,156.7,KB6MET,FMN,Ham,,Watsonville,,#o156.7,narcc.org,,,,
224860.000,,,,WC6MRA,,,Coordinated,,,,223.26,,,,CMRA,FMN,Ham,,SanLuisObispo,,cex,narcc.org,,,y,
224860.000,,,,KB6HDA,,,Not Coordinated,,,,223.26,,,100,KB6HDA,FMN,Ham,,San Jose,,#o100.0,narcc.org,,,,
224880.000,,,,N6DVC,,,Coordinated,,,,223.28,,,88.5,K6UB,FMN,Ham,,Los Gatos,,o88.5e,narcc.org,,,,
224920.000,,,,N6HYM,,,Not Coordinated,,,,223.32,,,,TCARS,FMN,Ham,,SanLuisObispo,,#celx,narcc.org,,,y,
224940.000,,,,WA6YCZ,,,Coordinated,,,,223.34,,,,BAYCOM,FMN,Ham,,San Jose,,oex,narcc.org,,,y,
224980.000,,,,NT6S,,,Coordinated,,,,223.38,,,110.9,NT6S,FMN,Ham,,San Jose,,o110.9l,narcc.org,,,,
250650.000,,,,,,,Beaver Control Discrete,,,,,,,,,,Air,,,SFO,,liveatc.net,,,,
282050.000,,,,,,,Beaver Control W-283/W-285,,,,,,,,,,Air,,,SFO,,liveatc.net,,,,
290150.000,,,,,,,Beaver Control W-260,,,,,,,,,,Air,,,SFO,,liveatc.net,,,,
307125.000,,,,,,,Approach/Departure ,,,,,,,,WVI App/Dep,AM ,Air,Santa Cruz,,Air,,RadioReference,,,,
328450.000,,,,,,,Beaver Control W-283/W-285,,,,,,,,,,Air,,,SFO,,liveatc.net,,,,
353450.000,,,,,,,Beaver Control W-260,,,,,,,,,,Air,,,SFO,,liveatc.net,,,,
355600.000,,,,,,,Oakland Center (Sector 35),,,,,,,,,,Air,,,SFO,,liveatc.net,,,,
362550.000,,,,,,,Beaver Control Discrete,,,,,,,,,,Air,,,SFO,,liveatc.net,,,,
362950.000,,,,,,,Beaver Control Discrete,,,,,,,,,,Air,,,SFO,,liveatc.net,,,,
440100.000,,,,W6SMQ,,,Coordinated,,,,445.1,,,127.3,W6SMQ,FMN,Ham,,San Jose,,o127.3elrsx,narcc.org,,,y,y
440125.000,,,,W6AMT,,,Not Coordinated,,,,445.125,,,114.8,AMT ARC,FMN,Ham,,Cupertino,,#o114.8l,narcc.org,,,,
440150.000,,,,W6TDM,,,Coordinated,,,,445.15,,,100,Cupertino,FMN,Ham,,Cupertino,,o100.0ers,narcc.org,,,,y
440200.000,,,,N6BDE,,,Coordinated,,,,445.2,,,123,N6BDE,FMN,Ham,,Palo Alto,,o123.0ers,narcc.org,,,,y
440225.000,,,,K6LLC,,,Coordinated,,,,445.225,,,123,LAPU-LAPU,FMN,Ham,,San Jose,,o123.0e,narcc.org,,,,
440275.000,,,,W6YOP,,,Coordinated,,,,445.275,,,127.3,YOP HLLS,FMN,Ham,,San Jose,,o127.3elrx,narcc.org,,,y,
440375.000,,,,N6TNR,,,Coordinated,,,,445.375,,,,ERG,FMN,Ham,,San Jose,,celx,narcc.org,,,y,
440450.000,,,,KG6NRI,,,Not Coordinated,,,,445.45,,,110.9,KG6NRI,FMN,Ham,,Monterey,,#o110.9ael,narcc.org,,,,
440525.000,,,,N6LEX,,,Not Coordinated,,,,445.525,,,146.2,CCARN,FMN,Ham,,Soledad,,#o146.2el,narcc.org,E:243317,,,
440550.000,,,,AB6VS,,,Pending,,,,445.55,,,94.8,LPARC,FMN,Ham,,Santa Cruz,,#o94.8els,narcc.org,,,,y
440575.000,,,,KA6ZRJ,,,Not Coordinated,,,,445.575,,,114.8,KA6ZRJ,FMN,Ham,,Morgan Hill,,#o114.8,narcc.org,,,,
440650.000,,,,WA6JZN,,,Not Coordinated,,,,445.65,,,94.8,WA6JZN,FMN,Ham,,Los Gatos,,#o94.8ex,narcc.org,,,y,
440700.000,,,,W6RTF,,,Coordinated,,,,445.7,,,100,w6rtf,FMN,Ham,,Salinas,,o100.0l,narcc.org,,,,
440800.000,,,,W6ASH,,,Coordinated,,,,445.8,,,100,SPECS RA,FMN,Ham,,Mountain View,,o100.0aelrs,narcc.org,,,,y
440850.000,,,,W6JWS,,,Coordinated,,,,445.85,,,94.8,W6JWS,FMN,Ham,,Santa Cruz,,o94.8aersx,narcc.org,,,y,y
440875.000,,,,KH6N,,,Coordinated,,,,445.875,,,100,KH6N,FMN,Ham,,Los Altos,,o100.0rs,narcc.org,E:96932,,,y
440925.000,,,,K6BJ,,,Coordinated,,,,445.925,,,123,SCCARC,FMN,Ham,,Santa Cruz,,o123.0ers,narcc.org,,,,y
441025.000,,,,K9GVF,,,Coordinated,,,,446.025,,,156.7,K9GVF,FMN,Ham,,Campbell,,o156.7ers,narcc.org,,,,y
441050.000,,,,K6NN,,,Coordinated,,,,446.05,,,100,T&BC,FMN,Ham,,Los Gatos,,o100.0ex,narcc.org,,,y,
441050.000,,,,N6UUI,,,Not Coordinated,,,,446.05,,,123,TEL PNRS,FMN,Ham,,Los Gatos,,#o123.0ex,narcc.org,,,y,
441075.000,,,,WB6JWB,,,Not Coordinated,,,,446.075,,,94.8,WB6JWB,FMN,Ham,,SanLuisObispo,,#o94.8,narcc.org,,,,
441100.000,,,,K6GOD,,,Coordinated,,,,446.1,,,114.8,K6GOD,FMN,Ham,,Palo Alto,,o114.8elrsx,narcc.org,,,y,y
441125.000,,,,KC6UDC,,,Not Coordinated,,,,446.125,,,123,KC6UDC,FMN,Ham,,Prunedale,,#o123.0,narcc.org,,,,
441150.000,,,,KC6BJO,,,Coordinated,,,,446.15,,,100,KAISER HP,FMN,Ham,,San Jose,,o100.0e,narcc.org,,,,
441175.000,,,,KF6FWO,,,Coordinated,,,,446.175,,,103.5,MARA,FMN,Ham,,San Jose,,o103.5aer,narcc.org,,,,
441250.000,,,,WB6WTM,,,Coordinated,,,,446.25,,,,WB6WTM,FMN,Ham,,Los Altos,,cel,narcc.org,,,,
441275.000,,,,K6BEN,,,Coordinated,,,,446.275,,,,W2NYC,FMN,Ham,,San Jose,,celrx,narcc.org,,,y,
441300.000,,,,WB6ECE,,,Not Coordinated,,,,446.3,,,100,WB6ECE RG,FMN,Ham,,Bonny Doon,,#o100.0elx,narcc.org,,,y,
441300.000,,,,WB6ECE,,,Not Coordinated,,,,446.3,,,156.7,WB6ECE RG,FMN,Ham,,Bonny Doon,,#o156.7a,narcc.org,,,,
441300.000,,,,WB6ECE,,,Not Coordinated,,,,446.3,,,136.5,WB6ECE RG,FMN,Ham,,Monterey,,#o136.5ex,narcc.org,,,y,
441300.000,,,,WB6ECE,,,Not Coordinated,,,,446.3,,,100,WB6ECE RG,FMN,Ham,,Boulder Creek,,#o100.0elx,narcc.org,,,y,
441300.000,,,,WB6ECE,,,Not Coordinated,,,,446.3,,,100,WB6ECE RG,FMN,Ham,,Milpitas,,#o100.0ex,narcc.org,,,y,
441300.000,,,,WB6ECE,,,Not Coordinated,,,,446.3,,,100,WB6ECE RG,FMN,Ham,,San Jose,,#o100.0elx,narcc.org,,,y,
441325.000,,,,WE6R,,,Coordinated,,,,446.325,,,,WE6R,FMN,Ham,,Monterey,,celrs,narcc.org,,,,y
441350.000,,,,W6PIY,,,Coordinated,,,,446.35,,,88.5,WVARA,FMN,Ham,,San Jose,,o88.5aels,narcc.org,,,,y
441450.000,,,,K6JE,,,Coordinated,,,,446.45,,,123,FPRA,FMN,Ham,,Salinas,,o123.0ersx,narcc.org,,,y,y
441550.000,,,,W6VB,,,Coordinated,,,,446.55,,,,W6VB,FMN,Ham,,Cupertino,,caels,narcc.org,,,,y
441575.000,,,,K6IRC,,,Not Coordinated,,,,446.575,,,,ARN,FMN,Ham,,Palo Alto,,#celx,narcc.org,,,y,
441600.000,,,,N6HU,,,Coordinated,,,,446.6,,,,KQ6RC,FMN,Ham,,Soledad,,cel,narcc.org,,,,
441625.000,,,,W6RCA,,,Not Coordinated,,,,446.625,,,100,W6CBS,FMN,Ham,,Los Gatos,,#o100.0,narcc.org,,,,
441650.000,,,,N6SPD,,,Coordinated,,,,446.65,,,94.8,N6SPD RG,FMN,Ham,,King City,,o94.8elrsx,narcc.org,,I:3796,y,y
441650.000,,,,N6SPD,,,Coordinated,,,,446.65,,,123,N6SPD RG,FMN,Ham,,Monterey,,o123.0aelrsx,narcc.org,E:202044,I:3234,y,y
441675.000,,,,K6BJ,,,Coordinated,,,,446.675,,,,SCCARC,FMN,Ham,,Santa Cruz,,oers,narcc.org,,,,y
441700.000,,,,K6UB,,,Coordinated,,,,446.7,,,127.3,K6UB,FMN,Ham,,Los Gatos,,o127.3el,narcc.org,,,,
441725.000,,,,WA6QDP,,,Coordinated,,,,446.725,,,,WA6QDP,FMN,Ham,,San Jose,,celx,narcc.org,,,y,
441775.000,,,,W6NSA,,,Not Coordinated,,,,446.775,,,100,CCARC,FMN,Ham,,San Jose,,#o100.0,narcc.org,,,,
441825.000,,,,K6INC,,,Coordinated,,,,446.825,,,,SCAN INT'L,FMN,Ham,,Coalinga,,cx,narcc.org,,,y,
441825.000,,,,AD1U,,,Coordinated,,,,446.825,,,,AD1U,FMN,Ham,,San Jose,,cl,narcc.org,,,,
441850.000,,,,K6OTR,,,Not Coordinated,,,,446.85,,,114.8,SCAR,FMN,Ham,,Palo Alto,,#o114.8x,narcc.org,,,y,
441900.000,,,,W6MOW,,,Coordinated,,,,446.9,,,110.9,W6MOW,FMN,Ham,,Hollister,,o110.9el,narcc.org,,,,
441925.000,,,,WA6HHQ,,,Coordinated,,,,446.925,,,100,WA6HHQ,FMN,Ham,,Aptos,,o100.0,narcc.org,,,,
441950.000,,,,N6MPX,,,Coordinated,,,,446.95,,,100,MSARC,FMN,Ham,,San Jose,,o100.0el,narcc.org,,,,
442000.000,,,,WW6HP,,,Coordinated,,,,447,,,151.4,HPSVRC,FMN,Ham,,Palo Alto,,o151.4ex,narcc.org,,,y,
442025.000,,,,N6ADU,,,Coordinated,,,,447.025,,,100,A UNTALAN,FMN,Ham,,Grover Beach,,o100.0,narcc.org,E:651303,,,
442025.000,,,,N6LEX,,,Not Coordinated,,,,447.025,,,146.2,CCARN,FMN,Ham,,Salinas,,#o146.2el,narcc.org,E:1430037,,,
442025.000,,,,K6SNC,,,Coordinated,,,,447.025,,,100,SCARS,FMN,Ham,,Santa Clara,,o100.0rs,narcc.org,,,,y
442075.000,,,,K6LNK,,,Coordinated,,,,447.075,,,114.8,CARLA,FMN,Ham,,Greenfield,,o114.8el,narcc.org,E:360571,I:3994,,
442125.000,,,,WR6BAT,,,Coordinated,,,,447.125,,,,K6LLK,FMN,Ham,,Cupertino,,caesx,narcc.org,,,y,
442175.000,,,,K9GVF,,,Coordinated,,,,447.175,,,100,CalNet,FMN,Ham,,Campbell,,o100.0el,narcc.org,,,,
442175.000,,,,N1UFD,,,Not Coordinated,,,,447.175,,,,CALNET,FMN,Ham,,San Jose,,#celx,narcc.org,,,y,
442300.000,,,,W6BHZ,,,Coordinated,,,,447.3,,,127.3,CPARC,FMN,Ham,,SanLuisObispo,,o127.3elrs,narcc.org,,,,y
442300.000,,,,K6INC,,,Coordinated,,,,447.3,,,114.8,SCAN INT'L,FMN,Ham,,Los Gatos,,o114.8elx,narcc.org,E:38384,,y,
442350.000,,,,K6GOD,,,Coordinated,,,,447.35,,,,GOD,FMN,Ham,,Cupertino,,ce,narcc.org,,,,
442350.000,,,,K6GOD,,,Coordinated,,,,447.35,,,100,GOD,FMN,Ham,,Milpitas,,o100.0e,narcc.org,,,,
442350.000,,,,K6GOD,,,Coordinated,,,,447.35,,,123,K6GOD,FMN,Ham,,San Jose,,o123.0,narcc.org,,,,
442375.000,,,,K6JDE,,,Coordinated,,,,447.375,,,114.8,K6JDE,FMN,Ham,,San Jose,,o114.8,narcc.org,,,,
442425.000,,,,W6UU,,,Coordinated,,,,447.425,,,107.2,SCCARA,FMN,Ham,,San Jose,,o107.2er,narcc.org,,,,
442500.000,,,,WB6ZVW,,,Coordinated,,,,447.5,,,100,CPRA,FMN,Ham,,San Jose,,o100.0ersx,narcc.org,,,y,y
442575.000,,,,K6FB,,,Coordinated,,,,447.575,,,100,LCARC,FMN,Ham,,Palo Alto,,o100.0elrsx,narcc.org,,,y,y
442600.000,,,,KG6UYZ,,,Coordinated,,,,447.6,,,110.9,KG6UYZ,FMN,Ham,,Salinas,,o110.9el,narcc.org,,,,
442650.000,,,,WR6E,,,Coordinated,,,,447.65,,,141.3,AC6E,FMN,Ham,,Panoche,,o141.3e,narcc.org,,,,
442650.000,,,,KQ6RC,,,Coordinated,,,,447.65,,,,KQ6RC,FMN,Ham,,Daly City,,cel,narcc.org,,,,
442675.000,,,,W6HD,,,Coordinated,,,,447.675,,,110.9,RadioRanch,FMN,Ham,,Paso Robles,,o110.9ae,narcc.org,,,,
442700.000,,,,WB6FMC,,,Not Coordinated,,,,447.7,,,127.3,WB6FMC,FMN,Ham,,SanLuisObispo,,#o127.3ersx,narcc.org,,,y,y
442700.000,,,,N6MNV,,,Coordinated,,,,447.7,,,100,Rolm ARC,FMN,Ham,,San Jose,,o100.0e,narcc.org,,,,
442775.000,,,,KG6NRI,,,Coordinated,,,,447.775,,,110.9,KG6NRI,FMN,Ham,,Prunedale,,o110.9l,narcc.org,,,,
442775.000,,,,KU6V,,,Coordinated,,,,447.775,,,131.8,KU6V,FMN,Ham,,San Jose,,o131.8e,narcc.org,,,,
442800.000,,,,K6OTR,,,Coordinated,,,,447.8,,,114.8,SCAR,FMN,Ham,,Palo Alto,,o114.8,narcc.org,,,,
442825.000,,,,WR6COP,,,Coordinated,,,,447.825,,,,K6COP,FMN,Ham,,San Jose,,celx,narcc.org,,,,
442875.000,,,,WB6FMC,,,Not Coordinated,,,,447.875,,,,WB6FMC,FMN,Ham,,SanLuisObispo,,#celrsx,narcc.org,,,y,y
442875.000,,,,WA6YLV,,,Not Coordinated,,,,447.875,,,100,WA6YLV,FMN,Ham,,San Jose,,#o100.0,narcc.org,,,,
442900.000,,,,WR6ABD,,,Coordinated,,,,447.9,,,162.2,LPRC,FMN,Ham,,San Jose,,o162.2elx,narcc.org,,I:3421,y,
442950.000,,,,K6YZS,,,Not Coordinated,,,,447.95,,,85.4,K6YZS,FMN,Ham,,San Jose,,#o85.4ex,narcc.org,,,y,
442975.000,,,,K7DAA,,,Coordinated,,,,447.975,,,100,MHARS,FMN,Ham,,Morgan Hill,,o100.0elx,narcc.org,,,y,
443000.000,,,,W6OOL,,,Coordinated,,,,448,,,,W6OOL,FMN,Ham,,Palo Alto,,caex,narcc.org,,,y,
443025.000,,,,K6EXE,,,Coordinated,,,,448.025,,,,K6EXE,FMN,Ham,,Milpitas,,cers,narcc.org,,,,y
443025.000,,,,WA6ABB,,,Coordinated,,,,448.025,,,,WA6ABB,FMN,Ham,,Los Gatos,,caex,narcc.org,,,y,
443050.000,,,,K6RMW,,,Coordinated,,,,448.05,,,94.8,K6RMWK6GDI,FMN,Ham,,Watsonville,,o94.8ers,narcc.org,,,,y
443075.000,,,,K6LNK,,,Coordinated,,,,448.075,,,123,CARLA,FMN,Ham,,San Jose,,o123.0e,narcc.org, E:360571,I:3994,,
443125.000,,,,K6BEN,,,Coordinated,,,,448.125,,,,W2NYC,FMN,Ham,,Saratoga,,caelr,narcc.org,,,,
443150.000,,,,K6SA,,,Coordinated,,,,448.15,,,100,SARA,FMN,Ham,,Cupertino,,o100.0lrs,narcc.org,E:85531,I:3671,,y
443225.000,,,,WW6BAY,,,Coordinated,,,,448.225,,,100,Bay Net,FMN,Ham,,Palo Alto,,o100.0elx,narcc.org, E:314933,I:3802,y,
443275.000,,,,K7AZ,,,Coordinated,,,,448.275,,,,K7AZ,FMN,Ham,,Lompoc,,cel,narcc.org,,,,
443275.000,,,,K6SNY,,,Coordinated,,,,448.275,,,107.2,SARES-RG,FMN,Ham,,San Jose,,o107.2ersx,narcc.org,,,y,y
443300.000,,,,KB5JR,,,Not Coordinated,,,,448.3,,,136.5,KB5JR,FMN,Ham,,San Jose,,#o136.5elx,narcc.org,,,y,
443350.000,,,,KB6MET,,,Not Coordinated,,,,448.35,,,123,KB6MET,FMN,Ham,,Watsonville,,#o123.0,narcc.org,,,,
443425.000,,,,NC6EO,,,Coordinated,,,,448.425,,,100,N. CA Assn,FMN,Ham,,Fremont,,o100.0lrx,narcc.org,,,y,
443450.000,,,,K6MF,,,Coordinated,,,,448.45,,,,K6MF,FMN,Ham,,San Jose,,cel,narcc.org,,,,
443475.000,,,,WB6PHE,,,Not Coordinated,,,,448.475,,,127.3,WB6PHE,FMN,Ham,,Santa Cruz,,#o127.3elrs,narcc.org,,,,y
443475.000,,,,K6LNK,,,Coordinated,,,,448.475,,,123,CARLA,FMN,Ham,,San Jose,,o123.0elx,narcc.org,E:360571,I:3994,y,
443500.000,,,,K6LNK,,,Coordinated,,,,448.5,,,100,CARLA,FMN,Ham,,SanLuis Obispo,,o100.0elx,narcc.org,E:360571,I:3994,y,
443550.000,,,,WB6FRM,,,Coordinated,,,,448.55,,,,NCCRA,FMN,Ham,,San Jose,,celx,narcc.org,,,y,
443575.000,,,,W6FM,,,Coordinated,,,,448.575,,,,W6FM,FMN,Ham,,SanLuisObispo,,cex,narcc.org,,,,
443575.000,,,,KE6STH,,,Coordinated,,,,448.575,,,110.9,KE6STH,FMN,Ham,,San Jose,,o110.9al,narcc.org,E:95278,,,
443600.000,,,,W6MOW,,,Coordinated,,,,448.6,,,110.9,W6MOW,FMN,Ham,,Salinas,,o110.9ex,narcc.org,,I:3853,y,
443625.000,,,,K6MSR,,,Not Coordinated,,,,448.625,,,,MSR,FMN,Ham,,San Jose,,#caelx,narcc.org,,,y,
443675.000,,,,WA6NMF,,,Coordinated,,,,448.675,,,136.5,WA6NMF,FMN,Ham,,Santa Cruz,,o136.5aes,narcc.org,,,,y
443675.000,,,,K6MSR,,,Not Coordinated,,,,448.675,,,,MSR,FMN,Ham,,Los Altos,,#cael,narcc.org,,,,
443700.000,,,,KA7DXP,,,Not Coordinated,,,,448.7,,,100,KA7DXP,FMN,Ham,,Nipomo,,#o100.0,narcc.org,,,,
443750.000,,,,K9GVF,,,Coordinated,,,,448.75,,,100,K9GVF,FMN,Ham,,Los Gatos,,o100.0elrx,narcc.org,,,y,
443775.000,,,,WA6GFY,,,Coordinated,,,,448.775,,,100,LMERA ARC,FMN,Ham,,San Jose,,o100.0ex,narcc.org,,,y,
443800.000,,,,KG6UYZ,,,Coordinated,,,,448.8,,,110.9,KG6UYZ,FMN,Ham,,Carmel,,o110.9el,narcc.org,,,,
443800.000,,,,N6HYM,,,Not Coordinated,,,,448.8,,,,N6HYM,FMN,Ham,,SanLuisObispo,,#cel,narcc.org,,,,
443850.000,,,,W6BUG,,,Coordinated,,,,448.85,,,,Bay Users,FMN,Ham,,LosAltosHills,,cel,narcc.org, E:3580,I:3737,,
443900.000,,,,N6SPD,,,Coordinated,,,,448.9,,,123,N6SPD RG,FMN,Ham,,Prunedale,,o123.0ers,narcc.org,,,,y
443900.000,,,,K6RDC,,,Not Coordinated,,,,448.9,,,100,CCARC,FMN,Ham,,San Jose,,#o100.0,narcc.org,,,,
443950.000,,,,K6INC,,,Coordinated,,,,448.95,,,,SCAN INT'L,FMN,Ham,,Los Gatos,,c,narcc.org,,,,
443975.000,,,,W6SLO,,,Coordinated,,,,448.975,,,127.3,SLOECC,FMN,Ham,,Arroyo Grande,,o127.3elrs,narcc.org,,,,y
443975.000,,,,WB6FRM,,,Coordinated,,,,448.975,,,,NCCRA,FMN,Ham,,King City,,clx,narcc.org,,,y,
444000.000,,,,W6WLS,,,Coordinated,,,,449,,,94.8,W6WLS,FMN,Ham,,Scotts Valley,,o94.8l,narcc.org,,I:7228,,
444000.000,,,,WA6INC,,,Coordinated,,,,449,,,,AD1U,FMN,Ham,,San Jose,,c,narcc.org,,,,
444025.000,,,,K6JJC,,,Coordinated,,,,449.025,,,136.5,RMRG,FMN,Ham,,San Jose,,o136.5elx,narcc.org,,,y,
